recommended_titles,# movies,error,movies
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",64,0.3493649280583671,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"['Perfect Storm, The (2000)', 'Thirteen (2003)', 'Sweet November (2001)', 'Straight Outta Compton (2015)', 'Next Friday (2000)', 'Hero (1992)', 'Wolf Creek (2005)', 'Poltergeist III (1988)', 'Alvin and the Chipmunks: The Squeakquel (2009)', 'The Great Raid (2005)', 'Rapture, The (1991)', 'Our Man Flint (1965)', 'Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)', ""The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016)"", 'Raven, The (2012)']",32,0.7102834467120182,"['Perfect Storm, The (2000)', 'Thirteen (2003)', 'Sweet November (2001)', 'Straight Outta Compton (2015)', 'Next Friday (2000)', 'Hero (1992)', 'Wolf Creek (2005)', 'Poltergeist III (1988)', 'Alvin and the Chipmunks: The Squeakquel (2009)', 'The Great Raid (2005)', 'Rapture, The (1991)', 'Our Man Flint (1965)', 'Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)', ""The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016)"", 'Raven, The (2012)']"
"['Copycat (1995)', 'Basketball Diaries, The (1995)', 'Saved! (2004)', 'Stakeout (1987)', 'Club Dread (2004)', 'Animal Crackers (1930)', 'Eyes of Laura Mars (1978)', ""Silver Bullet (Stephen King's Silver Bullet) (1985)"", 'Spirit, The (2008)', 'L.A. Slasher (2015)', 'Corner Gas: The Movie (2014)', 'Visit, The (2015)', 'Cesar Chavez (2014)', 'Boys Town (1938)']",31,0.6724206349206349,"['Copycat (1995)', 'Basketball Diaries, The (1995)', 'Saved! (2004)', 'Stakeout (1987)', 'Club Dread (2004)', 'Animal Crackers (1930)', 'Eyes of Laura Mars (1978)', ""Silver Bullet (Stephen King's Silver Bullet) (1985)"", 'Spirit, The (2008)', 'L.A. Slasher (2015)', 'Corner Gas: The Movie (2014)', 'Visit, The (2015)', 'Cesar Chavez (2014)', 'Boys Town (1938)']"
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",48,0.36000116767763835,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",135,0.5514610488357766,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"[""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",98,0.28395632091220335,"[""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",105,0.1084678344272182,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"[""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",502,0.13383514436877866,"[""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"[""Pirates of the Caribbean: Dead Man's Chest (2006)"", 'Spider-Man 3 (2007)', 'Of Mice and Men (1992)', 'World According to Garp, The (1982)', 'Tell No One (Ne le dis à personne) (2006)', 'Loverboy (1989)', 'Love Story (1970)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Carnival Magic (1981)', ""Trick 'r Treat (2007)"", 'SUBWAYStories: Tales from the Underground (1997)', 'Reform School Girls (1986)']",703,0.2687373595555698,"[""Pirates of the Caribbean: Dead Man's Chest (2006)"", 'Spider-Man 3 (2007)', 'Of Mice and Men (1992)', 'World According to Garp, The (1982)', 'Tell No One (Ne le dis à personne) (2006)', 'Loverboy (1989)', 'Love Story (1970)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Carnival Magic (1981)', ""Trick 'r Treat (2007)"", 'SUBWAYStories: Tales from the Underground (1997)', 'Reform School Girls (1986)']"
"['Ghost (1990)', 'Face/Off (1997)', 'Maltese Falcon, The (1941)', 'Hocus Pocus (1993)', 'Ruthless People (1986)', 'Girl with a Pearl Earring (2003)', 'Hitchcock (2012)', 'Shaggy Dog, The (1959)', 'Santa Claus: The Movie (1985)', 'Whiskey Tango Foxtrot (2016)', 'Extract (2009)', 'The Final Girls (2015)', 'White Ribbon, The (Das weiße Band) (2009)']",242,0.12914833465853873,"['Ghost (1990)', 'Face/Off (1997)', 'Maltese Falcon, The (1941)', 'Hocus Pocus (1993)', 'Ruthless People (1986)', 'Girl with a Pearl Earring (2003)', 'Hitchcock (2012)', 'Shaggy Dog, The (1959)', 'Santa Claus: The Movie (1985)', 'Whiskey Tango Foxtrot (2016)', 'Extract (2009)', 'The Final Girls (2015)', 'White Ribbon, The (Das weiße Band) (2009)']"
"[""Pirates of the Caribbean: Dead Man's Chest (2006)"", 'Goonies, The (1985)', 'Spider-Man 3 (2007)', ""Dead Men Don't Wear Plaid (1982)"", 'Of Mice and Men (1992)', 'Starman (1984)', 'World According to Garp, The (1982)', 'Tell No One (Ne le dis à personne) (2006)', 'Loverboy (1989)', 'Love Story (1970)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Carnival Magic (1981)', ""Trick 'r Treat (2007)"", 'SUBWAYStories: Tales from the Underground (1997)', 'Reform School Girls (1986)']",443,0.1751942534345046,"[""Pirates of the Caribbean: Dead Man's Chest (2006)"", 'Goonies, The (1985)', 'Spider-Man 3 (2007)', ""Dead Men Don't Wear Plaid (1982)"", 'Of Mice and Men (1992)', 'Starman (1984)', 'World According to Garp, The (1982)', 'Tell No One (Ne le dis à personne) (2006)', 'Loverboy (1989)', 'Love Story (1970)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Carnival Magic (1981)', ""Trick 'r Treat (2007)"", 'SUBWAYStories: Tales from the Underground (1997)', 'Reform School Girls (1986)']"
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",119,0.3483414420546773,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"['Braveheart (1995)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Wallace & Gromit: A Close Shave (1995)', 'Grand Day Out with Wallace and Gromit, A (1989)', 'About Time (2013)', 'Twins (1988)', 'White Christmas (1954)', 'Man Who Knew Too Little, The (1997)', 'City by the Sea (2002)', 'Corruptor, The (1999)', 'Igor (2008)', 'Willy/Milly (1986)', 'Ward 13 (2003)', 'Laggies (2014)', 'Fire and Ice (2008)']",121,0.24905036445036455,"['Braveheart (1995)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Wallace & Gromit: A Close Shave (1995)', 'Grand Day Out with Wallace and Gromit, A (1989)', 'About Time (2013)', 'Twins (1988)', 'White Christmas (1954)', 'Man Who Knew Too Little, The (1997)', 'City by the Sea (2002)', 'Corruptor, The (1999)', 'Igor (2008)', 'Willy/Milly (1986)', 'Ward 13 (2003)', 'Laggies (2014)', 'Fire and Ice (2008)']"
"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']",110,0.18296135262044375,"['Payback (1999)', ""Lemony Snicket's A Series of Unfortunate Events (2004)"", 'Bullitt (1968)', ""Family Guy Presents: It's a Trap (2010)"", 'Cashback (2006)', 'Package, The (1989)', 'Mean Machine (2001)', ""Don't Be Afraid of the Dark (2010)"", 'Micmacs (Micmacs à tire-larigot) (2009)', 'Clay Pigeons (1998)', 'The Hound of the Baskervilles (1988)', 'McFarland, USA (2015)', 'Bad Karma (2012)', ""Some Mother's Son (1996)"", 'Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)']"
"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Spaceballs (1987)', 'Shanghai Noon (2000)', 'Jackass Number Two (2006)', 'Jumanji: Welcome to the Jungle (2017)', 'First Kid (1996)', 'Coming Home (1978)', 'Red Cliff (Chi bi) (2008)', 'Escape from Planet Earth (2013)', 'Bully (2011)', 'HyperNormalisation (2016)', 'Guy X (2005)', 'Barbershop: The Next Cut (2016)', 'Cocoanuts, The (1929)']",26,0.20092333592333622,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Spaceballs (1987)', 'Shanghai Noon (2000)', 'Jackass Number Two (2006)', 'Jumanji: Welcome to the Jungle (2017)', 'First Kid (1996)', 'Coming Home (1978)', 'Red Cliff (Chi bi) (2008)', 'Escape from Planet Earth (2013)', 'Bully (2011)', 'HyperNormalisation (2016)', 'Guy X (2005)', 'Barbershop: The Next Cut (2016)', 'Cocoanuts, The (1929)']"
