recommended_titles,# movies,error,movies
"['Out of Sight (1998)', 'Nurse Betty (2000)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Casanova (2005)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Confessions of a Dangerous Mind (2002)', 'Dragonheart 2: A New Beginning (2000)', 'White Sun of the Desert, The (Beloe solntse pustyni) (1970)', 'Northwest Passage (1940)', 'Aelita: The Queen of Mars (Aelita) (1924)', ""King Solomon's Mines (1937)""]",48,0.6115396292161,"['Out of Sight (1998)', 'Nurse Betty (2000)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Casanova (2005)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Confessions of a Dangerous Mind (2002)', 'Dragonheart 2: A New Beginning (2000)', 'White Sun of the Desert, The (Beloe solntse pustyni) (1970)', 'Northwest Passage (1940)', 'Aelita: The Queen of Mars (Aelita) (1924)', ""King Solomon's Mines (1937)""]"
"['Day After Tomorrow, The (2004)', 'Jurassic World (2015)', 'Jumper (2008)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Jurassic World: Fallen Kingdom (2018)', 'Sound of Thunder, A (2005)', 'Maximum Ride (2016)', 'Kingsglaive: Final Fantasy XV (2016)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Aelita: The Queen of Mars (Aelita) (1924)', 'Mars Needs Moms (2011)']",135,0.241892284267012,"['Day After Tomorrow, The (2004)', 'Jurassic World (2015)', 'Jumper (2008)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Jurassic World: Fallen Kingdom (2018)', 'Sound of Thunder, A (2005)', 'Maximum Ride (2016)', 'Kingsglaive: Final Fantasy XV (2016)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Aelita: The Queen of Mars (Aelita) (1924)', 'Mars Needs Moms (2011)']"
"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Stunt Man, The (1980)', 'Pulse (2006)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'Aelita: The Queen of Mars (Aelita) (1924)']",98,0.3302896542455367,"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Stunt Man, The (1980)', 'Pulse (2006)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Flashback (1990)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'The Great Train Robbery (1978)', 'Aelita: The Queen of Mars (Aelita) (1924)']",105,0.21821142417080797,"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Flashback (1990)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'The Great Train Robbery (1978)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Aelita: The Queen of Mars (Aelita) (1924)']",502,0.15928195828093905,"['Blood Diamond (2006)', 'Strange Days (1995)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['Lara Croft Tomb Raider: The Cradle of Life (2003)', 'Osmosis Jones (2001)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Who Am I? (Wo shi shei) (1998)', 'Interstate 60 (2002)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)', ""Cirque du Freak: The Vampire's Assistant (2009)""]",703,0.2830872413522601,"['Lara Croft Tomb Raider: The Cradle of Life (2003)', 'Osmosis Jones (2001)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Who Am I? (Wo shi shei) (1998)', 'Interstate 60 (2002)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)', ""Cirque du Freak: The Vampire's Assistant (2009)""]"
"['Shrek 2 (2004)', 'Inside Out (2015)', 'The Lego Movie (2014)', 'Robots (2005)', 'Enchanted (2007)', 'Ice Age: Dawn of the Dinosaurs (2009)', 'TMNT (Teenage Mutant Ninja Turtles) (2007)', ""Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"", 'Puss in Boots (Nagagutsu o haita neko) (1969)', 'Ernest & Célestine (Ernest et Célestine) (2012)', 'Wizards of Waverly Place: The Movie (2009)', 'Gnomeo & Juliet (2011)']",242,0.24567894690343667,"['Shrek 2 (2004)', 'Inside Out (2015)', 'The Lego Movie (2014)', 'Robots (2005)', 'Enchanted (2007)', 'Ice Age: Dawn of the Dinosaurs (2009)', 'TMNT (Teenage Mutant Ninja Turtles) (2007)', ""Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"", 'Puss in Boots (Nagagutsu o haita neko) (1969)', 'Ernest & Célestine (Ernest et Célestine) (2012)', 'Wizards of Waverly Place: The Movie (2009)', 'Gnomeo & Juliet (2011)']"
"['Super Mario Bros. (1993)', 'Meet the Robinsons (2007)', ""Futurama: Bender's Game (2008)"", 'Osmosis Jones (2001)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Who Am I? (Wo shi shei) (1998)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'Ratchet & Clank (2016)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)', 'Mars Needs Moms (2011)', 'Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)']",443,0.21788179037187627,"['Super Mario Bros. (1993)', 'Meet the Robinsons (2007)', ""Futurama: Bender's Game (2008)"", 'Osmosis Jones (2001)', 'Hunting Party, The (2007)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Who Am I? (Wo shi shei) (1998)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'Ratchet & Clank (2016)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)', 'Mars Needs Moms (2011)', 'Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)']"
"['Bad Boys (1995)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'Aelita: The Queen of Mars (Aelita) (1924)']",119,0.30381938323114793,"['Bad Boys (1995)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Dragonheart 2: A New Beginning (2000)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['Inception (2010)', 'Bad Boys (1995)', 'Strange Days (1995)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Wasabi (2001)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)']",121,0.35753251933251934,"['Inception (2010)', 'Bad Boys (1995)', 'Strange Days (1995)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Wasabi (2001)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)', 'Seven-Per-Cent Solution, The (1976)']"
"['Lara Croft Tomb Raider: The Cradle of Life (2003)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Casanova (2005)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'White Sun of the Desert, The (Beloe solntse pustyni) (1970)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)']",110,0.23828602794511894,"['Lara Croft Tomb Raider: The Cradle of Life (2003)', 'Osmosis Jones (2001)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Hunting Party, The (2007)', 'Casanova (2005)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Interstate 60 (2002)', 'Maximum Ride (2016)', 'Dragonheart 2: A New Beginning (2000)', 'White Sun of the Desert, The (Beloe solntse pustyni) (1970)', 'Chase, The (1994)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['Children of Men (2006)', 'The Hunger Games (2012)', 'Blood Diamond (2006)', 'Day After Tomorrow, The (2004)', 'Jurassic World (2015)', 'Jumper (2008)', 'Postman, The (1997)', 'Getaway, The (1994)', 'Rubber (2010)', 'Okja (2017)', 'Jurassic World: Fallen Kingdom (2018)', 'Sound of Thunder, A (2005)', 'Dragonheart 2: A New Beginning (2000)', 'Kingsglaive: Final Fantasy XV (2016)', 'Aelita: The Queen of Mars (Aelita) (1924)']",26,0.13641284641284615,"['Children of Men (2006)', 'The Hunger Games (2012)', 'Blood Diamond (2006)', 'Day After Tomorrow, The (2004)', 'Jurassic World (2015)', 'Jumper (2008)', 'Postman, The (1997)', 'Getaway, The (1994)', 'Rubber (2010)', 'Okja (2017)', 'Jurassic World: Fallen Kingdom (2018)', 'Sound of Thunder, A (2005)', 'Dragonheart 2: A New Beginning (2000)', 'Kingsglaive: Final Fantasy XV (2016)', 'Aelita: The Queen of Mars (Aelita) (1924)']"
"['City of God (Cidade de Deus) (2002)', 'Blood Diamond (2006)', 'Bad Boys (1995)', 'Sherlock Holmes: A Game of Shadows (2011)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Wasabi (2001)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Chase, The (1994)']",21,0.5600928330928332,"['City of God (Cidade de Deus) (2002)', 'Blood Diamond (2006)', 'Bad Boys (1995)', 'Sherlock Holmes: A Game of Shadows (2011)', 'Money Train (1995)', 'Last Boy Scout, The (1991)', 'Osmosis Jones (2001)', 'Metro (1997)', 'Getaway, The (1994)', 'Ichi the Killer (Koroshiya 1) (2001)', 'Another 48 Hrs. (1990)', 'Wasabi (2001)', 'Stunt Man, The (1980)', 'Rubber (2010)', 'Chase, The (1994)']"
"['Inside Out (2015)', 'The Lego Movie (2014)', 'Super Mario Bros. (1993)', 'Robots (2005)', 'Enchanted (2007)', 'Ice Age: Dawn of the Dinosaurs (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'TMNT (Teenage Mutant Ninja Turtles) (2007)', ""Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"", 'Ratchet & Clank (2016)', 'Ernest & Célestine (Ernest et Célestine) (2012)', 'Wizards of Waverly Place: The Movie (2009)', 'Mars Needs Moms (2011)']",135,0.3536119847230959,"['Inside Out (2015)', 'The Lego Movie (2014)', 'Super Mario Bros. (1993)', 'Robots (2005)', 'Enchanted (2007)', 'Ice Age: Dawn of the Dinosaurs (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'TMNT (Teenage Mutant Ninja Turtles) (2007)', ""Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"", 'Ratchet & Clank (2016)', 'Ernest & Célestine (Ernest et Célestine) (2012)', 'Wizards of Waverly Place: The Movie (2009)', 'Mars Needs Moms (2011)']"
