recommended_titles,# movies,error,movies
"['Roger & Me (1989)', 'Battle Royale (Batoru rowaiaru) (2000)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Fantastic Mr. Fox (2009)', 'Touch of Evil (1958)', 'Fantasia 2000 (1999)', 'Bicentennial Man (1999)', 'Killer, The (Die xue shuang xiong) (1989)', 'How the Grinch Stole Christmas! (1966)', 'Chorus, The (Choristes, Les) (2004)', 'Taken 2 (2012)', '7th Voyage of Sinbad, The (1958)', 'Cashback (2006)', 'Interiors (1978)', 'Gentlemen of Fortune (Dzhentlmeny udachi) (1972)']",64,0.2558146322003788,"['Roger & Me (1989)', 'Battle Royale (Batoru rowaiaru) (2000)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Fantastic Mr. Fox (2009)', 'Touch of Evil (1958)', 'Fantasia 2000 (1999)', 'Bicentennial Man (1999)', 'Killer, The (Die xue shuang xiong) (1989)', 'How the Grinch Stole Christmas! (1966)', 'Chorus, The (Choristes, Les) (2004)', 'Taken 2 (2012)', '7th Voyage of Sinbad, The (1958)', 'Cashback (2006)', 'Interiors (1978)', 'Gentlemen of Fortune (Dzhentlmeny udachi) (1972)']"
"['Memento (2000)', 'Snatch (2000)', 'Tank Girl (1995)', 'Meet the Fockers (2004)', 'Elephant Man, The (1980)', ""Porky's (1982)"", 'Muse, The (1999)', 'Flamingo Kid, The (1984)', 'Three Caballeros, The (1945)', 'Object of My Affection, The (1998)', 'Ladder 49 (2004)', 'Missing in Action (1984)', 'The Falcon and the Snowman (1985)', 'Waydowntown (2000)', 'Rio Bravo (1959)']",32,0.4467120181405896,"['Memento (2000)', 'Snatch (2000)', 'Tank Girl (1995)', 'Meet the Fockers (2004)', 'Elephant Man, The (1980)', ""Porky's (1982)"", 'Muse, The (1999)', 'Flamingo Kid, The (1984)', 'Three Caballeros, The (1945)', 'Object of My Affection, The (1998)', 'Ladder 49 (2004)', 'Missing in Action (1984)', 'The Falcon and the Snowman (1985)', 'Waydowntown (2000)', 'Rio Bravo (1959)']"
"['Eat Drink Man Woman (Yin shi nan nu) (1994)', 'All That Heaven Allows (1955)', 'Sweet Smell of Success (1957)', 'Closet, The (Placard, Le) (2001)', 'Buena Vista Social Club (1999)', 'Opera (1987)', 'Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)', 'Written on the Wind (1956)', 'Left Behind: The Movie (2000)', 'Dylan Moran: Monster (2004)', 'My Sassy Girl (Yeopgijeogin geunyeo) (2001)', 'Connections (1978)', 'Paper Birds (Pájaros de papel) (2010)', 'Zeitgeist: Moving Forward (2011)', 'More (1998)']",31,0.822420634920635,"['Eat Drink Man Woman (Yin shi nan nu) (1994)', 'All That Heaven Allows (1955)', 'Sweet Smell of Success (1957)', 'Closet, The (Placard, Le) (2001)', 'Buena Vista Social Club (1999)', 'Opera (1987)', 'Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)', 'Written on the Wind (1956)', 'Left Behind: The Movie (2000)', 'Dylan Moran: Monster (2004)', 'My Sassy Girl (Yeopgijeogin geunyeo) (2001)', 'Connections (1978)', 'Paper Birds (Pájaros de papel) (2010)', 'Zeitgeist: Moving Forward (2011)', 'More (1998)']"
"['Midnight in the Garden of Good and Evil (1997)', 'Malcolm X (1992)', 'Howards End (1992)', ""Guess Who's Coming to Dinner (1967)"", 'Hostel (2005)', 'Arthur (1981)', 'Aristocrats, The (2005)', 'Alive (1993)', 'Never Cry Wolf (1983)', 'Titanic (1953)', 'Man Who Fell to Earth, The (1976)', 'My Life (1993)', 'Reefer Madness: The Movie Musical (2005)', 'Watermark (2014)', 'Saving Face (2004)']",48,0.5070011676776384,"['Midnight in the Garden of Good and Evil (1997)', 'Malcolm X (1992)', 'Howards End (1992)', ""Guess Who's Coming to Dinner (1967)"", 'Hostel (2005)', 'Arthur (1981)', 'Aristocrats, The (2005)', 'Alive (1993)', 'Never Cry Wolf (1983)', 'Titanic (1953)', 'Man Who Fell to Earth, The (1976)', 'My Life (1993)', 'Reefer Madness: The Movie Musical (2005)', 'Watermark (2014)', 'Saving Face (2004)']"
"['Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Rain Man (1988)', 'Pianist, The (2002)', 'West Side Story (1961)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'About Schmidt (2002)', 'On the Waterfront (1954)', 'Terms of Endearment (1983)', 'Out of Africa (1985)', 'From Here to Eternity (1953)', 'In the Heat of the Night (1967)', 'All Quiet on the Western Front (1930)', 'Man for All Seasons, A (1966)', 'What Happened Was... (1994)']",135,0.24485695414889314,"['Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Rain Man (1988)', 'Pianist, The (2002)', 'West Side Story (1961)', 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'About Schmidt (2002)', 'On the Waterfront (1954)', 'Terms of Endearment (1983)', 'Out of Africa (1985)', 'From Here to Eternity (1953)', 'In the Heat of the Night (1967)', 'All Quiet on the Western Front (1930)', 'Man for All Seasons, A (1966)', 'What Happened Was... (1994)']"
"['M*A*S*H (a.k.a. MASH) (1970)', 'The Count of Monte Cristo (2002)', 'Hoop Dreams (1994)', 'Ghost in the Shell (Kôkaku kidôtai) (1995)', ""Bill & Ted's Bogus Journey (1991)"", 'Out of Africa (1985)', 'Defending Your Life (1991)', 'Witness for the Prosecution (1957)', 'Iris (2001)', 'Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)', 'Alvin and the Chipmunks: The Squeakquel (2009)', ""Mickey's Once Upon a Christmas (1999)"", 'Meantime (1984)', 'Get Low (2009)', 'Breed, The (2006)']",98,0.35237298757887003,"['M*A*S*H (a.k.a. MASH) (1970)', 'The Count of Monte Cristo (2002)', 'Hoop Dreams (1994)', 'Ghost in the Shell (Kôkaku kidôtai) (1995)', ""Bill & Ted's Bogus Journey (1991)"", 'Out of Africa (1985)', 'Defending Your Life (1991)', 'Witness for the Prosecution (1957)', 'Iris (2001)', 'Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)', 'Alvin and the Chipmunks: The Squeakquel (2009)', ""Mickey's Once Upon a Christmas (1999)"", 'Meantime (1984)', 'Get Low (2009)', 'Breed, The (2006)']"
"['To Kill a Mockingbird (1962)', 'Chasing Amy (1997)', 'Emma (1996)', 'Munich (2005)', 'Annie (1982)', 'Brick (2005)', 'Single White Female (1992)', 'Persepolis (2007)', 'Visitors, The (Visiteurs, Les) (1993)', ""Akira Kurosawa's Dreams (Dreams) (1990)"", 'Chorus Line, A (1985)', 'Europa Europa (Hitlerjunge Salomon) (1990)', 'Where the Buffalo Roam (1980)', 'Ponette (1996)', 'Elling (2001)']",105,0.15538025181582613,"['To Kill a Mockingbird (1962)', 'Chasing Amy (1997)', 'Emma (1996)', 'Munich (2005)', 'Annie (1982)', 'Brick (2005)', 'Single White Female (1992)', 'Persepolis (2007)', 'Visitors, The (Visiteurs, Les) (1993)', ""Akira Kurosawa's Dreams (Dreams) (1990)"", 'Chorus Line, A (1985)', 'Europa Europa (Hitlerjunge Salomon) (1990)', 'Where the Buffalo Roam (1980)', 'Ponette (1996)', 'Elling (2001)']"
"['Akira (1988)', 'Mean Girls (2004)', 'Moonrise Kingdom (2012)', 'Midnight in Paris (2011)', 'Bridget Jones: The Edge of Reason (2004)', 'Girl Next Door, The (2004)', 'Immortal Beloved (1994)', 'Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)', 'Life Less Ordinary, A (1997)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Midnight Clear, A (1992)', 'Thousand Clowns, A (1965)', 'Animals are Beautiful People (1974)', 'Woman Is a Woman, A (femme est une femme, Une) (1961)']",502,0.1358571157966906,"['Akira (1988)', 'Mean Girls (2004)', 'Moonrise Kingdom (2012)', 'Midnight in Paris (2011)', 'Bridget Jones: The Edge of Reason (2004)', 'Girl Next Door, The (2004)', 'Immortal Beloved (1994)', 'Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)', 'Life Less Ordinary, A (1997)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Alexander Nevsky (Aleksandr Nevskiy) (1938)', 'Midnight Clear, A (1992)', 'Thousand Clowns, A (1965)', 'Animals are Beautiful People (1974)', 'Woman Is a Woman, A (femme est une femme, Une) (1961)']"
"['Amadeus (1984)', ""Bridget Jones's Diary (2001)"", 'Crash (2004)', 'Three Colors: Blue (Trois couleurs: Bleu) (1993)', 'Captain Phillips (2013)', 'Three Colors: White (Trzy kolory: Bialy) (1994)', 'Man Who Would Be King, The (1975)', 'Down by Law (1986)', 'Dead Alive (Braindead) (1992)', 'Vanya on 42nd Street (1994)', '3-Iron (Bin-jip) (2004)', 'Long Goodbye, The (1973)']",703,0.2678941759464288,"['Amadeus (1984)', ""Bridget Jones's Diary (2001)"", 'Crash (2004)', 'Three Colors: Blue (Trois couleurs: Bleu) (1993)', 'Captain Phillips (2013)', 'Three Colors: White (Trzy kolory: Bialy) (1994)', 'Man Who Would Be King, The (1975)', 'Down by Law (1986)', 'Dead Alive (Braindead) (1992)', 'Vanya on 42nd Street (1994)', '3-Iron (Bin-jip) (2004)', 'Long Goodbye, The (1973)']"
"['Army of Darkness (1993)', ""Mary Shelley's Frankenstein (Frankenstein) (1994)"", ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Major Payne (1995)', 'About Time (2013)', ""Nobody's Fool (1994)"", 'Police Academy 2: Their First Assignment (1985)', 'Conquest of the Planet of the Apes (1972)', 'Killer, The (Die xue shuang xiong) (1989)', 'Police Academy 3: Back in Training (1986)', 'Elite Squad (Tropa de Elite) (2007)', 'Only You (1994)', 'Police Academy 4: Citizens on Patrol (1987)', 'Police Academy 5: Assignment: Miami Beach (1988)', 'Kind Hearts and Coronets (1949)']",242,0.16088302853608977,"['Army of Darkness (1993)', ""Mary Shelley's Frankenstein (Frankenstein) (1994)"", ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Major Payne (1995)', 'About Time (2013)', ""Nobody's Fool (1994)"", 'Police Academy 2: Their First Assignment (1985)', 'Conquest of the Planet of the Apes (1972)', 'Killer, The (Die xue shuang xiong) (1989)', 'Police Academy 3: Back in Training (1986)', 'Elite Squad (Tropa de Elite) (2007)', 'Only You (1994)', 'Police Academy 4: Citizens on Patrol (1987)', 'Police Academy 5: Assignment: Miami Beach (1988)', 'Kind Hearts and Coronets (1949)']"
"['Reservoir Dogs (1992)', 'Chinatown (1974)', 'Great Escape, The (1963)', 'Ben-Hur (1959)', 'Lilo & Stitch (2002)', 'Three Colors: Blue (Trois couleurs: Bleu) (1993)', ""Miller's Crossing (1990)"", 'Three Colors: White (Trzy kolory: Bialy) (1994)', 'Shallow Grave (1994)', 'Eastern Promises (2007)', 'Michael Clayton (2007)', 'Big Sleep, The (1946)', 'Village of the Damned (1995)', 'Fletch Lives (1989)', 'Project Almanac (2015)']",443,0.15186367199420733,"['Reservoir Dogs (1992)', 'Chinatown (1974)', 'Great Escape, The (1963)', 'Ben-Hur (1959)', 'Lilo & Stitch (2002)', 'Three Colors: Blue (Trois couleurs: Bleu) (1993)', ""Miller's Crossing (1990)"", 'Three Colors: White (Trzy kolory: Bialy) (1994)', 'Shallow Grave (1994)', 'Eastern Promises (2007)', 'Michael Clayton (2007)', 'Big Sleep, The (1946)', 'Village of the Damned (1995)', 'Fletch Lives (1989)', 'Project Almanac (2015)']"
"['Piano, The (1993)', 'Rebel Without a Cause (1955)', 'Eat Drink Man Woman (Yin shi nan nu) (1994)', 'Mist, The (2007)', 'City Lights (1931)', 'Meatballs (1979)', 'Life Less Ordinary, A (1997)', 'Steve Jobs (2015)', 'Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)', 'Last Tango in Paris (Ultimo tango a Parigi) (1972)', 'Love & Mercy (2014)', 'Where the Buffalo Roam (1980)', 'Cup, The (Phörpa) (1999)', 'Barfly (1987)', 'Panic (2000)']",119,0.24846681912858384,"['Piano, The (1993)', 'Rebel Without a Cause (1955)', 'Eat Drink Man Woman (Yin shi nan nu) (1994)', 'Mist, The (2007)', 'City Lights (1931)', 'Meatballs (1979)', 'Life Less Ordinary, A (1997)', 'Steve Jobs (2015)', 'Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)', 'Last Tango in Paris (Ultimo tango a Parigi) (1972)', 'Love & Mercy (2014)', 'Where the Buffalo Roam (1980)', 'Cup, The (Phörpa) (1999)', 'Barfly (1987)', 'Panic (2000)']"
"['Labyrinth (1986)', 'On the Waterfront (1954)', 'Sweet Hereafter, The (1997)', 'Fantasia 2000 (1999)', 'Hours, The (2002)', 'Purple Rose of Cairo, The (1985)', 'Orgazmo (1997)', 'Spanish Prisoner, The (1997)', 'Misérables, Les (1998)', 'Lolita (1997)', 'Bitter Moon (1992)', 'Paranormal Activity (2009)', 'Shooting Fish (1997)', ""All the King's Men (1949)"", 'Cinemania (2002)']",121,0.3858468050468051,"['Labyrinth (1986)', 'On the Waterfront (1954)', 'Sweet Hereafter, The (1997)', 'Fantasia 2000 (1999)', 'Hours, The (2002)', 'Purple Rose of Cairo, The (1985)', 'Orgazmo (1997)', 'Spanish Prisoner, The (1997)', 'Misérables, Les (1998)', 'Lolita (1997)', 'Bitter Moon (1992)', 'Paranormal Activity (2009)', 'Shooting Fish (1997)', ""All the King's Men (1949)"", 'Cinemania (2002)']"
"['Blazing Saddles (1974)', 'Dazed and Confused (1993)', 'Out of Sight (1998)', 'Home Alone 2: Lost in New York (1992)', 'Sabrina (1954)', 'Gods Must Be Crazy, The (1980)', 'Bulworth (1998)', ""We're the Millers (2013)"", ""Cookie's Fortune (1999)"", ""Cheech and Chong's Up in Smoke (1978)"", 'Eraserhead (1977)', 'Key Largo (1948)', 'Affair to Remember, An (1957)', 'Ghost and Mrs. Muir, The (1947)', 'Gods Must Be Crazy II, The (1989)']",110,0.22192239158148264,"['Blazing Saddles (1974)', 'Dazed and Confused (1993)', 'Out of Sight (1998)', 'Home Alone 2: Lost in New York (1992)', 'Sabrina (1954)', 'Gods Must Be Crazy, The (1980)', 'Bulworth (1998)', ""We're the Millers (2013)"", ""Cookie's Fortune (1999)"", ""Cheech and Chong's Up in Smoke (1978)"", 'Eraserhead (1977)', 'Key Largo (1948)', 'Affair to Remember, An (1957)', 'Ghost and Mrs. Muir, The (1947)', 'Gods Must Be Crazy II, The (1989)']"
"['High Noon (1952)', 'Eat Drink Man Woman (Yin shi nan nu) (1994)', 'Wings of Desire (Himmel über Berlin, Der) (1987)', 'Unbearable Lightness of Being, The (1988)', 'Some Kind of Wonderful (1987)', 'Pale Rider (1985)', 'Night on Earth (1991)', 'Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)', 'To Sir with Love (1967)', 'Beautiful Thing (1996)', 'Waydowntown (2000)', 'Let It Ride (1989)', 'Penn & Teller Get Killed (1989)', 'Gentlemen of Fortune (Dzhentlmeny udachi) (1972)', 'Come and See (Idi i smotri) (1985)']",26,0.0676948976948976,"['High Noon (1952)', 'Eat Drink Man Woman (Yin shi nan nu) (1994)', 'Wings of Desire (Himmel über Berlin, Der) (1987)', 'Unbearable Lightness of Being, The (1988)', 'Some Kind of Wonderful (1987)', 'Pale Rider (1985)', 'Night on Earth (1991)', 'Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)', 'To Sir with Love (1967)', 'Beautiful Thing (1996)', 'Waydowntown (2000)', 'Let It Ride (1989)', 'Penn & Teller Get Killed (1989)', 'Gentlemen of Fortune (Dzhentlmeny udachi) (1972)', 'Come and See (Idi i smotri) (1985)']"
"['Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Cannonball Run, The (1981)', 'Night on Earth (1991)', 'True Grit (1969)', 'Stranger Than Paradise (1984)', 'East is East (1999)', 'Priest (1994)', 'Brother (2000)', 'American: The Bill Hicks Story (2009)', 'Endless Summer, The (1966)', 'Opera (1987)', 'Enter the Void (2009)', 'Shower (Xizao) (1999)', 'Dylan Moran: Monster (2004)', 'Mother (Madeo) (2009)']",21,0.9820928330928332,"['Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Cannonball Run, The (1981)', 'Night on Earth (1991)', 'True Grit (1969)', 'Stranger Than Paradise (1984)', 'East is East (1999)', 'Priest (1994)', 'Brother (2000)', 'American: The Bill Hicks Story (2009)', 'Endless Summer, The (1966)', 'Opera (1987)', 'Enter the Void (2009)', 'Shower (Xizao) (1999)', 'Dylan Moran: Monster (2004)', 'Mother (Madeo) (2009)']"
"['Addams Family, The (1991)', ""Rosemary's Baby (1968)"", 'Philadelphia Story, The (1940)', 'L.A. Story (1991)', 'Along Came Polly (2004)', 'Ghost and the Darkness, The (1996)', 'Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Big Sleep, The (1946)', 'Men of Honor (2000)', '10 Cloverfield Lane (2016)', 'His Girl Friday (1940)', 'Never Say Never Again (1983)', 'Dune (2000)', 'Shall We Dance (1937)']",135,0.3133203010980789,"['Addams Family, The (1991)', ""Rosemary's Baby (1968)"", 'Philadelphia Story, The (1940)', 'L.A. Story (1991)', 'Along Came Polly (2004)', 'Ghost and the Darkness, The (1996)', 'Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Big Sleep, The (1946)', 'Men of Honor (2000)', '10 Cloverfield Lane (2016)', 'His Girl Friday (1940)', 'Never Say Never Again (1983)', 'Dune (2000)', 'Shall We Dance (1937)']"
